City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Rosario,AR,-32.9468,-60.6393,57.94,46,0,8.05,clear sky
464,New Milford,US,40.9327,-74.0179,82.83,70,0,11.5,clear sky
465,Keffi,NG,8.8486,7.8736,82.2,60,22,2.89,few clouds
466,Takestan,IR,36.0696,49.6959,62.73,35,17,1.59,few clouds
467,Darnah,LY,32.767,22.6367,66.09,71,0,11.7,clear sky
468,Hammerfest,NO,70.6634,23.6821,37.85,100,75,4.61,light rain
469,Ajaccio,FR,42.0,8.9167,57.25,77,0,6.91,clear sky
470,Rawson,AR,-43.3002,-65.1023,51.04,70,38,15.61,scattered clouds
471,Kurilsk,RU,45.2333,147.8833,50.04,53,0,6.85,clear sky
472,Mirnyy,RU,62.5353,113.9611,37.24,93,100,7.0,overcast clouds
473,Lorengau,PG,-2.0226,147.2712,81.61,69,100,2.55,overcast clouds
474,Rundu,NA,-17.9333,19.7667,65.01,39,81,5.48,broken clouds
475,Baft,IR,29.234,56.6057,57.13,17,0,8.05,clear sky
476,Charcas,MX,23.1333,-101.1167,82.38,13,1,9.89,clear sky
477,Nowy Dwor Gdanski,PL,54.2131,19.1177,49.21,89,4,2.42,clear sky
478,Tazovskiy,RU,67.4667,78.7,39.51,100,100,3.76,overcast clouds
479,Forio,IT,40.7342,13.8646,64.69,60,89,1.99,overcast clouds
480,Laguna,US,38.421,-121.4238,94.91,39,0,13.8,clear sky
481,Ugoofaaru,MV,5.6667,73.0,82.53,77,100,18.66,heavy intensity rain
482,Wanaka,NZ,-44.7,169.15,50.11,87,2,2.64,clear sky
483,Jember,ID,-8.166,113.7032,72.01,96,33,0.58,scattered clouds
484,Contamana,PE,-7.3333,-75.0167,78.31,93,92,2.19,overcast clouds
485,Wejherowo,PL,54.6057,18.2356,48.9,78,10,1.99,clear sky
486,Meybod,IR,32.2501,54.0166,69.82,11,0,6.38,clear sky
487,Bogorodskoye,RU,56.55,37.8833,43.38,98,86,9.42,overcast clouds
488,Sitka,US,57.0531,-135.33,55.29,47,40,12.66,scattered clouds
489,Cap-Aux-Meules,CA,47.3821,-61.8597,39.25,100,100,12.66,fog
490,Cidreira,BR,-30.1811,-50.2056,61.43,89,100,14.47,overcast clouds
491,Mattru,SL,7.6244,-11.8332,78.3,91,58,4.45,broken clouds
492,Kununurra,AU,-15.7667,128.7333,69.78,94,0,0.0,clear sky
493,Samarai,PG,-10.6167,150.6667,79.72,78,2,4.43,clear sky
494,Vieques,PR,18.425,-65.8329,83.1,65,40,13.8,scattered clouds
495,Eureka,US,40.8021,-124.1637,70.2,77,80,5.99,broken clouds
496,Karpathos,GR,35.507,27.2132,64.36,88,0,13.8,clear sky
497,Liverpool,GB,53.4106,-2.9779,61.09,75,20,13.8,few clouds
498,Kalyazin,RU,57.2403,37.8433,46.02,85,92,11.12,overcast clouds
499,Costinesti,RO,43.95,28.6333,58.24,78,79,9.01,broken clouds
500,Tateyama,JP,34.9833,139.8667,60.1,93,100,7.25,moderate rain
501,Tulum,MX,20.2167,-87.4667,83.95,58,30,9.91,scattered clouds
502,Iqaluit,CA,63.7506,-68.5145,27.7,74,100,17.0,overcast clouds
503,Nadym,RU,65.5333,72.5167,44.04,82,35,9.06,scattered clouds
504,College,US,64.8569,-147.8028,52.29,42,75,4.61,broken clouds
505,San Patricio,US,28.017,-97.5169,94.15,50,0,17.16,clear sky
506,Vanimo,PG,-2.6741,141.3028,80.15,80,100,2.98,overcast clouds
507,Irbeyskoye,RU,55.6428,95.4522,57.58,46,87,3.89,overcast clouds
508,Verkh-Usugli,RU,52.7,115.1667,43.45,55,48,2.82,scattered clouds
509,Wilmington,US,34.2257,-77.9447,82.31,69,20,14.97,few clouds
510,Port-Gentil,GA,-0.7193,8.7815,80.56,94,100,8.05,overcast clouds
511,Oeiras Do Para,BR,-2.0031,-49.8544,76.59,94,98,3.38,light rain
512,Lucea,JM,18.451,-78.1736,80.85,72,70,4.34,broken clouds
513,Maragogi,BR,-9.0122,-35.2225,78.51,79,100,6.62,overcast clouds
514,Poum,NC,-20.2333,164.0167,77.72,69,32,15.32,scattered clouds
515,Tongchuan,CN,35.0806,109.0897,54.99,36,100,4.76,overcast clouds
516,Nuuk,GL,64.1835,-51.7216,29.88,58,8,11.01,clear sky
517,Pampa,US,35.5362,-100.9599,90.57,33,0,19.57,clear sky
518,Erdenet,MN,49.0333,104.0833,47.66,30,50,5.26,scattered clouds
519,Bonavista,CA,48.6499,-53.1147,33.94,78,34,12.33,scattered clouds
520,Chase,CA,50.8165,-119.6857,57.07,75,100,4.0,overcast clouds
521,Hervey Bay,AU,-25.2986,152.8535,71.02,98,70,3.0,broken clouds
522,Vardo,NO,70.3705,31.1107,37.38,81,100,9.22,overcast clouds
523,Itaituba,BR,-4.2761,-55.9836,75.94,98,100,2.95,moderate rain
524,Mazeikiai,LT,56.3167,22.3333,38.84,78,2,5.82,clear sky
525,Huarmey,PE,-10.0681,-78.1522,68.23,73,80,7.52,broken clouds
526,Paamiut,GL,61.994,-49.6678,33.13,78,10,16.91,clear sky
527,Yar-Sale,RU,66.8333,70.8333,36.73,95,50,7.05,scattered clouds
528,Mount Gambier,AU,-37.8333,140.7667,53.24,62,100,12.3,overcast clouds
529,Husavik,IS,66.0449,-17.3389,48.02,85,81,7.29,broken clouds
530,Altus,US,34.6381,-99.334,101.71,22,0,19.57,clear sky
531,Bondo,CD,3.8146,23.6866,70.56,90,53,1.39,broken clouds
532,Brejinho,BR,-6.1908,-35.3567,78.1,93,35,6.35,scattered clouds
533,Turbat,PK,26.0023,63.044,86.38,15,0,4.68,clear sky
534,Xucheng,CN,20.35,110.1288,71.29,91,100,13.02,overcast clouds
535,Chamba,IN,32.5667,76.1333,80.35,21,92,9.22,overcast clouds
536,Kjollefjord,NO,70.9457,27.3465,39.25,87,75,4.61,broken clouds
537,Filadelfia,US,39.9523,-75.1638,80.22,65,40,10.36,scattered clouds
538,Susurluk,TR,39.9136,28.1578,64.83,84,19,0.56,few clouds
539,Vao,NC,-22.6667,167.4833,74.03,68,53,15.79,broken clouds
540,Itarema,BR,-2.9248,-39.9167,78.3,88,90,10.22,overcast clouds
541,Boende,CD,-0.2167,20.8667,74.34,79,100,0.63,overcast clouds
542,Labuan,MY,5.2767,115.2417,79.16,100,20,0.0,thunderstorm
543,Borba,BR,-4.3878,-59.5939,77.14,97,84,2.28,moderate rain
544,Saint-Francois,FR,46.4154,3.9054,60.24,94,0,1.14,clear sky
545,Altagracia De Orituco,VE,9.8601,-66.3814,87.19,43,100,4.36,overcast clouds
546,Sambava,MG,-14.2667,50.1667,70.83,78,0,10.09,clear sky
547,Minab,IR,27.1467,57.0801,95.32,7,0,9.22,clear sky
548,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.26,62,37,7.87,scattered clouds
549,Umba,RU,66.6871,34.3429,40.35,80,100,4.63,overcast clouds
550,Mao,ES,39.8885,4.2658,64.96,82,20,5.75,few clouds
551,Alamosa,US,37.4695,-105.87,75.18,10,0,0.0,clear sky
552,Chalmette,US,29.9427,-89.9634,90.0,55,100,9.22,overcast clouds
553,Xining,CN,36.6167,101.7667,36.1,83,32,2.89,scattered clouds
554,Beringovskiy,RU,63.05,179.3167,37.4,80,72,7.52,broken clouds
555,Mongu,ZM,-15.2484,23.1274,61.99,45,0,6.58,clear sky
556,Pescia,IT,43.897,10.6904,64.15,68,10,7.0,clear sky
557,Winslow,US,35.0242,-110.6974,93.38,3,0,0.0,clear sky
558,Monterey,US,36.2505,-121.2516,85.17,30,16,18.7,few clouds
559,Semporna,MY,4.4818,118.6112,79.07,87,50,2.57,scattered clouds
560,Port Said,EG,31.2565,32.2841,67.98,77,0,11.5,clear sky
561,Grand Gaube,MU,-20.0064,57.6608,75.6,88,3,1.01,light rain
562,Abha,SA,18.2164,42.5053,66.02,8,0,6.91,clear sky
563,Brae,GB,60.3964,-1.353,49.26,89,95,7.23,overcast clouds
564,Guerrero Negro,MX,27.9769,-114.0611,74.12,47,100,16.64,overcast clouds
565,Aragats,AM,40.4889,44.3528,45.97,93,100,1.48,overcast clouds
566,Aguimes,ES,27.9054,-15.4461,65.86,75,0,13.8,clear sky
567,Hwange,ZW,-18.3693,26.5019,62.53,50,1,2.82,clear sky
568,Basco,PH,20.4487,121.9702,80.98,82,99,16.22,overcast clouds
569,Shieli,KZ,44.1667,66.75,71.02,28,100,5.77,overcast clouds
570,San Vicente,AR,-26.6167,-54.1333,54.39,92,13,4.34,few clouds
571,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.93,70,49,6.82,scattered clouds
572,Asfi,MA,32.2994,-9.2372,64.98,81,12,7.61,few clouds
573,Labelle,US,26.7617,-81.4384,89.67,31,7,12.03,clear sky
574,Monte Alegre,BR,-2.0078,-54.0692,76.57,96,97,3.51,overcast clouds
575,Saint Pete Beach,US,27.7253,-82.7412,85.24,61,0,12.66,clear sky
576,Kemijarvi,FI,66.7131,27.4306,39.92,95,100,5.59,light rain
577,Saint Anthony,US,45.0205,-93.218,74.3,30,20,17.27,few clouds
578,Pozo Colorado,PY,-23.4923,-58.7972,63.36,59,0,5.91,clear sky
579,Znamenskoye,RU,57.1281,73.8282,54.9,54,100,4.56,overcast clouds
580,Tyret Pervaya,RU,53.6703,102.3106,56.28,40,100,2.73,overcast clouds
581,Bonnyville,CA,54.2668,-110.735,65.52,34,68,6.6,broken clouds
582,Guna,IN,24.65,77.3167,90.97,18,35,14.52,scattered clouds
583,Juruti,BR,-2.1522,-56.0922,77.32,93,97,4.65,light rain
584,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,77.59,95,99,1.77,overcast clouds
585,Bemidji,US,47.4736,-94.8803,67.91,34,40,23.02,scattered clouds
586,Karatau,KZ,43.1667,70.4667,57.04,79,74,1.23,broken clouds
587,Port Moresby,PG,-9.4431,147.1797,74.62,94,75,5.75,broken clouds
588,Mizan Teferi,ET,6.9833,35.5833,61.36,96,60,2.84,light rain
589,Russell,US,32.3502,-85.1999,83.8,57,0,5.75,clear sky
590,Vakhrushi,RU,58.6847,50.0261,41.76,95,22,3.29,few clouds
591,Maumere,ID,-8.6199,122.2111,79.03,81,6,3.94,clear sky
592,Quang Ngai,VN,15.1167,108.8,77.86,89,100,2.46,overcast clouds
593,Vesyegonsk,RU,58.664,37.2604,42.66,93,86,9.31,overcast clouds
594,Kutum,SD,14.2,24.6667,74.89,51,92,13.6,overcast clouds
595,Snasa,NO,64.2457,12.3778,37.9,98,92,7.43,overcast clouds
596,Lumberton,US,34.6182,-79.0086,86.09,54,97,5.97,overcast clouds
597,Unity,CA,52.4501,-109.1682,64.26,28,56,10.07,broken clouds
598,Bulawayo,ZW,-20.15,28.5833,55.31,87,2,11.18,clear sky
599,Hamilton,US,39.1834,-84.5333,86.76,36,0,5.75,clear sky
600,Gobabis,NA,-22.45,18.9667,60.03,35,2,11.48,clear sky
601,Kinston,US,35.2627,-77.5816,86.11,48,0,5.75,clear sky
602,Ulaangom,MN,49.9811,92.0667,56.12,22,90,3.51,overcast clouds
603,Cockburn Town,TC,21.4612,-71.1419,79.05,80,97,18.63,overcast clouds
604,Zhumadian,CN,32.9794,114.0294,55.85,59,24,7.36,few clouds
605,Zhanaozen,KZ,43.3,52.8,65.46,47,0,7.11,clear sky
606,Coolum Beach,AU,-26.5333,153.1,74.1,100,13,5.21,few clouds
607,Hinton,CA,53.4001,-117.5857,60.22,31,90,5.26,overcast clouds
608,Nara,JP,34.6851,135.8049,60.49,57,100,1.16,light rain
609,Pinheiro Machado,BR,-31.5783,-53.3811,47.05,90,55,4.29,broken clouds
610,Dongsheng,CN,39.8161,109.9776,48.18,19,0,13.98,clear sky
611,Kaura Namoda,NG,12.5898,6.5779,91.49,11,14,7.38,few clouds
612,Roald,NO,62.5833,6.1333,44.76,81,8,12.66,clear sky
613,Pervomayskoye,RU,43.919,46.7102,65.77,62,86,7.14,overcast clouds
614,Mariental,NA,-24.6333,17.9667,63.86,26,0,12.95,clear sky
615,Shakhtinsk,KZ,49.71,72.5872,59.47,49,97,8.12,overcast clouds
616,Nichinan,JP,31.6,131.3667,56.88,86,100,0.18,light rain
617,Linxia,CN,35.6003,103.2064,36.59,73,9,4.47,clear sky
618,Fria,GN,10.4167,-13.5833,80.22,81,78,4.54,broken clouds
619,Camaqua,BR,-30.8511,-51.8122,55.92,94,100,6.78,overcast clouds
620,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,49,0,5.75,clear sky
621,Richards Bay,ZA,-28.783,32.0377,65.23,87,7,1.57,clear sky
622,Bireun,ID,5.203,96.7009,78.44,79,100,5.06,overcast clouds
623,Malanje,AO,-9.5402,16.341,65.62,63,64,0.85,broken clouds
624,Krasnovishersk,RU,60.4078,57.082,44.73,93,77,3.96,broken clouds
625,Port-Cartier,CA,50.0334,-66.8654,44.74,75,90,10.71,overcast clouds
626,Ngorongoro,TZ,-3.2397,35.4875,49.5,94,5,5.64,clear sky
627,Luanda,AO,-8.8368,13.2343,78.8,83,75,9.22,broken clouds
628,Hambantota,LK,6.1241,81.1185,79.77,85,67,18.07,broken clouds
629,Ryotsu,JP,38.0833,138.4333,57.79,60,100,2.89,overcast clouds
630,Mecca,SA,21.4267,39.8261,89.6,14,0,5.17,clear sky
631,Deputatskiy,RU,69.3,139.9,16.59,93,100,7.83,light snow
632,Port Shepstone,ZA,-30.7414,30.455,64.87,86,7,7.96,clear sky
633,Shenkursk,RU,62.1091,42.896,43.5,97,52,5.01,broken clouds
634,Koslan,RU,63.4564,48.8989,47.1,91,96,6.93,overcast clouds
635,Traiguen,CL,-38.25,-72.6833,51.31,59,100,1.63,overcast clouds
636,Hay River,CA,60.8156,-115.7999,51.76,57,75,11.5,broken clouds
637,Kozhva,RU,65.1073,57.0459,42.93,95,99,4.61,overcast clouds
638,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,81,0,3.44,clear sky
639,Kennett,US,36.2362,-90.0556,73.98,70,40,7.0,drizzle
640,Maxixe,MZ,-23.8597,35.3472,68.83,82,16,8.32,light rain
641,Manadhoo,MV,5.7667,73.3833,81.86,80,100,19.17,light rain
642,Micheweni,TZ,-4.9667,39.8333,77.83,82,1,11.97,light rain
643,Anadyr,RU,64.75,177.4833,43.3,70,0,6.71,clear sky
644,Amazar,RU,53.858,120.875,44.78,51,97,4.05,overcast clouds
645,Valera,VE,9.3178,-70.6036,76.03,90,96,3.02,overcast clouds
646,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,94,75,41.23,moderate rain
647,Roseland,US,38.4221,-122.728,89.87,49,0,14.97,clear sky
648,Aksarka,RU,66.5606,67.7975,44.94,86,54,8.7,broken clouds
649,Kidal,ML,18.4411,1.4078,91.0,25,45,12.06,scattered clouds
650,Moose Factory,CA,51.2585,-80.6094,73.4,37,0,8.05,clear sky
651,Tashtyp,RU,52.7939,89.8983,58.64,76,100,6.58,overcast clouds
652,Mitsamiouli,KM,-11.3847,43.2844,79.68,70,6,7.61,clear sky
653,Aracuai,BR,-16.8497,-42.0703,72.27,75,80,4.14,broken clouds
654,Burns Lake,CA,54.2331,-125.7533,58.42,62,100,8.66,light rain
655,Nueva Granada,CO,9.8017,-74.393,81.12,83,97,4.83,overcast clouds
656,Moree,AU,-29.4667,149.85,66.22,94,100,8.05,overcast clouds
657,Abu Dhabi,AE,24.4667,54.3667,82.51,76,0,8.05,clear sky
658,Carutapera,BR,-1.195,-46.02,77.74,92,68,6.89,broken clouds
659,Taurianova,IT,38.3563,16.0109,66.38,61,58,2.1,broken clouds
660,Sungairaya,ID,0.7,108.9,79.16,89,19,3.15,few clouds
661,Tabas,IR,33.5959,56.9244,70.02,18,0,4.61,clear sky
662,Masallatah,LY,32.6167,14.0,70.59,33,1,8.43,clear sky
663,Xiamen,CN,24.4798,118.0819,61.25,88,100,13.42,overcast clouds
664,Perth,AU,-31.9333,115.8333,51.78,90,0,6.91,clear sky
665,Kargasok,RU,59.0556,80.8572,50.25,82,15,8.21,few clouds
666,Zhigansk,RU,66.7697,123.3711,28.13,72,100,16.58,overcast clouds
667,Binabalian,PH,16.4202,119.9279,83.03,77,100,5.46,overcast clouds
668,Fare,PF,-16.7,-151.0167,80.4,70,26,6.69,scattered clouds
669,Puerto Escondido,MX,15.85,-97.0667,90.43,58,40,8.05,scattered clouds
670,Pittsburg,US,38.028,-121.8847,87.48,42,0,10.36,clear sky
671,Benton Harbor,US,42.1167,-86.4542,70.45,73,20,3.0,few clouds
672,Ostersund,SE,63.1792,14.6357,34.25,80,15,14.97,few clouds
673,Meadow Lake,US,34.8014,-106.5436,92.68,7,28,10.07,scattered clouds
674,Ossora,RU,59.2353,163.0719,33.6,99,100,9.48,overcast clouds
675,Farakka,IN,24.8167,87.9,85.03,71,95,13.62,overcast clouds
676,Tingi,TZ,-11.3,35.0333,57.45,80,17,2.01,few clouds
677,Pingzhuang,CN,42.0372,119.2889,57.54,37,27,6.91,scattered clouds
678,Jurm,AF,36.8648,70.8342,58.23,72,43,2.77,scattered clouds
679,Bacolod,PH,10.6667,122.95,81.28,75,100,1.99,overcast clouds
680,Karwar,IN,14.8,74.1333,81.55,84,100,11.7,overcast clouds
681,Batemans Bay,AU,-35.7167,150.1833,60.1,63,0,7.11,clear sky
682,Joshimath,IN,30.5667,79.5667,62.26,38,1,6.87,clear sky
683,Lynn Haven,US,30.2455,-85.6483,78.78,78,40,9.22,scattered clouds
684,Beawar,IN,26.1,74.3167,84.47,27,0,19.51,clear sky
685,Byron Bay,AU,-28.65,153.6167,72.72,89,8,3.49,clear sky
686,Touros,BR,-5.1989,-35.4608,78.15,87,38,9.84,scattered clouds
687,Ratnagiri,IN,16.9833,73.3,83.17,80,100,10.92,overcast clouds
688,Pacific Grove,US,36.6177,-121.9166,80.38,82,75,10.36,broken clouds
689,Borgarnes,IS,64.5383,-21.9206,50.05,88,100,5.46,overcast clouds
690,Irricana,CA,51.3237,-113.6048,68.16,27,79,8.3,broken clouds
691,Yarmouth,US,41.7057,-70.2286,67.64,88,75,7.0,broken clouds
692,Brasilia,BR,-15.7797,-47.9297,76.12,61,75,4.61,broken clouds
693,Clyde River,CA,70.4692,-68.5914,28.63,86,75,4.61,broken clouds
694,Taguatinga,BR,-12.3857,-46.5711,79.03,46,97,3.8,overcast clouds
